name,price,links,society,area,propertyType,bedRooms,bathRooms,additionalRooms,address,floorNum,balcony,facing,agePossesion,nearbyLocation,description,furnishDetails,features,propertyId
"4 Bedroom House in Sector 72, Gurgaon",11.0,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-tata-primanti-sector-72-gurgaon-7000-sq-ft-r3-spid-W75317313,"  tata primanti, sector 72, gurgaon",7000.0,house,4.0,5.0,"pooja room,study room,servant room","  tata primanti, sector 72, gurgaon",2.0,3+,north-east,1 to 5 Year Old,"['Sector 55-56 Metro Station', 'Omaxe City Centre', 'Badshahpur Sohna Rd Highway', 'Pallavan PreSchool, Sohna Road', 'RBSM Public school', 'Polaris Hospital', 'Indira Gandhi International Airport', 'Gurgaon Old Railway Road', 'Spaze Itech Park\xa0', 'Radisson Hotel Gurugram Sohna Road']","Address:  Sector 72, Gurgaon Main golf course extension road property with excellent connectivety ","['1 Water Purifier', '5 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '4 Geyser', '1 Stove', '5 Light', '5 AC', '4 TV', '1 Modular Kitchen', '1 Chimney', '5 Curtains', '4 Wardrobe', '1 Sofa', '1 Washing Machine', '1 Microwave', 'No Bed']","['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Rain Water Harvesting']",W75317313
"3 Bedroom House in Sector 15 Part 2, Gurgaon",9.2,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-15-part-2-gurgaon-3312-sq-ft-spid-P79854609,"  sector 15 part 2, gurgaon",368.0,house,3.0,3.0,"servant room,pooja room","  sector 15 part 2, gurgaon",2.0,1,north-east,5 to 10 Year Old,"['Hanuman Mandir', 'State bank of india ATM', 'Hdfc bank ATM', 'Icici bank ATM', 'Hsbc bank ATM', 'Hdfc bank ATM', 'State bank of india ATM', 'State bank of india ATM', 'Axis bank ATM', 'Ahmed Hospital Multi Speciality', 'Dayal Eye & Maternity Centre', 'Shivam Hospital Gurgaon', 'Kalyani Hospital Gurgaon', 'Saraswati Hospital Gurgaon', 'Dr. Sandeep Chauhan', 'Lotus Hospital Gurgaon', 'Nagpal Nursing Home Gurgaon', 'Aarvy Hospital', 'Ahooja Eye and Dental Institute Hospital', 'Bansal Medicare and Maternity Centre', 'Mamta Hospital Gurgaon', 'Pushpanjali Hospital', 'Pushpanjali Hospital Gurgaon', 'Rajiv Memorial Eye Infirmary Jacobpura', 'Sharma Hospital Gurgaon', 'Nova Care Clinic', 'Verma E.N.T. Hospital', 'Gardian Pharmacy', 'Sector-14 Market', 'IBP Petrol Pump', 'Indian Oil', 'Indian Oil', 'IBP Petrol Station', 'State bank of india sbi', 'Punjab national bank', 'Standard chartered bank', 'Hdfc bank', 'Rang Parivartan', '32nd Milestone', 'Cafe Coffee Day', 'Bar and restaurant', 'Darbar', 'Fast Food', 'Om Sweets', 'Fast food', 'Dhabba', 'Salvan Public School', 'govt sec school', 'CR Model Public School', 'District library gurgaon']","Address:  Sector 15 Part 2, Gurgaon Its a 368 sq yard corner built up at best price ","['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",['Visitor Parking'],P79854609
"4 Bedroom House in Sector 27, Gurgaon",8.5,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-27-gurgaon-2367-sq-ft-r1-spid-Z78499437,"  sector 27, gurgaon",263.0,house,4.0,4.0,pooja room,"  sector 27, gurgaon",4.0,2,north-east,10+ Year Old,"['Dlf phase 1 metro station', 'Sector 42-43 metro station', 'Sikandarpur rmrg metro station', 'The shopping mall', 'New Life Church', 'Hanuman Mandir', 'Hanuman Mandir', 'Rbs ATM', 'Kotak mahindra bank ATM', 'Standard chartered ATM', 'Icici bank ATM', 'Axis bank ATM', 'Marwah Clinic', 'The Dental Lounge', 'Sitaram Bhartia', 'Divine Look Clinic Centre 1', 'Sidhesh Hospital Gurgaon', 'Sikka Maternity And Surgical Center', 'Lord Krishna Hospital', 'Max Hospital', 'Paras Hospital Gurgaon', 'Chikitsa', 'Guardian Pharmacy', 'Axis bank', 'Axis bank', 'Icici bank', 'Hdfc bank', 'Hdfc bank', 'PVR Cinames', 'Nowhere Brewpub and cafe', 'Fat', 'Dighent cafe', 'Blue Tokai Coffee Roasters', 'Starbucks', 'Belgian Waffle', 'Drunken Monkey', 'CCD', 'Food Court', 'The Chicken Boat', 'Naveidyam', 'Balaji Vegetarian Paradise', 'Barbecue Grill', 'Sagar Ratna', 'Shophouse by Kylin', 'Cafe Tonini', 'Pizza Hut', 'PK Online', 'Mantis Eye LLP', 'Bahrisons library', 'Ncr library']","Address:  Sector 27, Gurgaon Its a 263 sq yard built for sale in sector 27 at best price ","['1 Wardrobe', '1 Fan', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Maintenance Staff', 'Water Storage', 'No open drainage around', 'Visitor Parking']",Z78499437
"5 Bedroom House in Sector 28, Gurgaon",6.75,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sector-28-gurgaon-1620-sq-ft-r2-spid-O77325991,"  sector 28, gurgaon",180.0,house,5.0,4.0,not available,"  sector 28, gurgaon",2.0,2,north-east,10+ Year Old,"['Mg road metro station', 'Iffco chowk metro station', 'MGF Metropolitan', 'Gurgaon Central Mall', 'Arya Samaj Mandir', 'Jain Bhawan', 'Hanuman Mandir', 'Axis bank ATM', 'Standard chartered ATM', 'Kotak mahindra bank ATM', 'Punjab national bank ATM', 'Sidhesh Hospital Gurgaon', 'Lord Krishna Hospital', 'Uma Sanjeevani Health Centre And Hospital', 'Privat Hospital', 'Sitaram Bhartia', 'Umkal Hospital', 'Surgi Center Clinic', 'Divine Look Clinic Centre 1', 'Religare Wellness', '98.4', 'Guardian', 'DT Cinemas', 'PVR Metropolitan', 'PVR Cinames', 'PVR Cinames', 'DT Cinemas', 'Indusind bank', 'Abn amro bank', 'Lord krishna bank', 'Hdfc bank', 'Kotak mahindra bank', 'Hsbc bank', 'Axis bank', 'Axis bank', 'Barbecue Grill', 'NutrioBox Gurugram', 'Pan Bangkok', 'Dighent cafe', 'Fat', 'Nowhere Brewpub and cafe', 'Belgian Waffle', 'Blue Tokai Coffee Roasters', 'Drunken Monkey', 'Starbucks', 'CCD', 'Food Court', 'Pizza Hut', 'American Montessori', 'Bahrisons library']","Address:  Sector 28, Gurgaon Its a 180 sq yrad corner builtup for sale at best price ","['1 Bed', '1 Fan', '1 Light', '1 AC', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",['Maintenance Staff'],O77325991
"4 Bedroom House in Sector 48, Gurgaon",11.0,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-vipul-tatvam-villa-sector-48-gurgaon-3240-sq-ft-spid-G80623721,"  vipul tatvam villa, sector 48, gurgaon",360.0,house,4.0,4.0,"servant room,study room,store room","  vipul tatvam villa, sector 48, gurgaon",2.0,3+,,10+ Year Old,"['Athena', 'Star Mall', 'The Sixth Element School', 'K.R.Mangalam World School', 'Medhaam Pre School & Daycare', 'Peer Baba Ki Mazar', 'HDFC Bank', 'Punjab National Bank', 'Axis Bank', 'Sushil Park', 'CoNexus.Life B35', 'World Tech Park', 'Marriott Courtyard', 'Moksh Wellness Pvt Ltd.', 'Bharat Petroleum Petrol Pump']","Address:  Sector 48, Gurgaon Sale vipul tatvam villa 360 sq yard 4 bhk plus servant duplex villa is available with 100% power beck-Up, 24 hours water and security, lift, park, maintenance facilities, modular kitchen, a/c,sealing fan, geyser, fancy light fittings etc. More detail plz call.It is well connected with metro statio... n, national highwayMore >>","['1 Water Purifier', '18 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '6 Geyser', '1 Stove', '40 Light', '1 Modular Kitchen', '5 AC', '1 TV', '1 Curtains', '1 Chimney', '5 Wardrobe', '1 Bed', '1 Sofa', '1 Washing Machine', '1 Microwave']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Rain Water Harvesting']",G80623721
"4 Bedroom House in Sector 48, Gurgaon",12.0,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-vipul-tatvam-villa-sector-48-gurgaon-3240-sq-ft-r1-spid-G78925117,"  vipul tatvam villa, sector 48, gurgaon",360.0,house,4.0,4.0,"servant room,store room","  vipul tatvam villa, sector 48, gurgaon",2.0,3+,north,5 to 10 Year Old,"['Athena', 'Star Mall', 'The Sixth Element School', 'K.R.Mangalam World School', 'Medhaam Pre School & Daycare', 'Peer Baba Ki Mazar', 'HDFC Bank', 'Punjab National Bank', 'Axis Bank', 'Sushil Park', 'CoNexus.Life B35', 'World Tech Park', 'Marriott Courtyard', 'Moksh Wellness Pvt Ltd.', 'Bharat Petroleum Petrol Pump']","Address:  Sector 48, Gurgaon Sale tatvam nilla 360 sq yard 4 bhk duplex villa 
Villa is available with 100% power beck-Up, 24 hours water and security, lift, park, maintenance facilities, modular kitchen, a/c,sealing fan, geyser, fancy light fittings etc. More detail plz call. ","['1 Water Purifier', '10 Fan', '1 Fridge', '1 Exhaust Fan', '6 Geyser', '1 Stove', '38 Light', '5 AC', '1 Modular Kitchen', '1 TV', '3 Bed', '5 Wardrobe', '1 Sofa', '1 Washing Machine', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Microwave']","['Water purifier', 'Centrally Air Conditioned', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center']",G78925117
"5 Bedroom House in Sector 49, Gurgaon",18.0,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-orchid-petals-sector-49-gurgaon-4500-sq-ft-r2-spid-R77912169,"  orchid petals, sector 49, gurgaon",500.0,house,5.0,6.0,"study room,servant room,store room","  orchid petals, sector 49, gurgaon",3.0,3+,south,Within 6 months,"['Sapphire Mall', 'Omaxe City Centre', 'BigBazaar', 'Sohna Rd', 'Kinder Care Playschool', 'Kangaroo Kids Preschool', 'shiv Mandir', 'Polaris Hospital', 'Medanta Hospital', 'Artemis Hospital', 'HDFC Bank', 'Radisson Hotel', 'SRS Cinemas']","Address:  Sector 49, Gurgaon Villa for sale
500 sqyd plot size
4600 sqft unit
Ground+ 1st+ 2nd floor
5bhk + family lounge+ powder room+ servant room
Without lift (Provision is there)
Completely renovated and gated 
6 car parking space available 
Front and backyard lawn ","['5 Wardrobe', '10 Fan', '1 Exhaust Fan', '3 Geyser', '15 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'Park', 'Recently Renovated', 'Visitor Parking', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Waste Disposal', 'Club house / Community Center']",R77912169
"2 Bedroom House in DLF Phase 1, Gurgaon",4.25,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-1-gurgaon-981-sq-ft-r9-spid-V68974560,"  e block, dlf phase 1, gurgaon",109.0,house,2.0,2.0,not available,"  e block, dlf phase 1, gurgaon",2.0,2,east,10+ Year Old,"['Guru dronacharya metro station', 'Dlf phase 1 metro station', 'Sikandarpur rmrg metro station', 'Sikanderpur metro station', 'Sikandarpur metro station', 'Dlf phase 2 metro station', 'The shopping mall', 'Hanuman Mandir', 'Icici bank ATM', 'Axis bank ATM', 'Central bank ATM', 'Central bank atm teste 001112', 'Sikka Maternity And Surgical Center', 'Anahat Hospital', 'Divine Look Clinic Centre 1', 'The Dental Lounge', ""St Stephen's Hospital Health Care Facility"", 'Marwah Clinic', 'Durga Poly Clinic', 'Krishna Family Clinic', 'Upkar Clinic', 'Surgi Center Clinic', 'Lord Krishna Hospital', 'Uma Sanjeevani Health Centre And Hospital', 'Cosmodentz Dental Clinic', 'Kailash Nursing Home Gurgaon', ""Dr. Khullar's Dental Clinic"", 'Relief Physiotherapy Clinic', 'RBS Dental Clinic', 'Sidhesh Hospital Gurgaon', 'Shri Ram Memorial Hospital', 'R.N Clinic', 'Dental Cure and Care Centre', 'Religare Wellness', '98.4', 'Guardian', 'Emaar Business Park', 'Axis bank', 'Hsbc bank', 'Kotak mahindra bank', 'Hdfc bank', 'Lord krishna bank', 'Indusind bank', 'Abn amro bank', 'PVR Cinames', 'Food Court', 'Nowhere Brewpub and cafe', 'M2M Cybernetics', 'Microsoft', 'PK Online']","Address:  DLF Phase 1, Gurgaon Available for sale :109 sq yard plot, 2bhk semi furnished, east facing, in dlf phase-1 gurgaon. ","['7 Fan', '22 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['No open drainage around', 'Natural Light', 'Airy Rooms', 'Waste Disposal']",V68974560
"5 Bedroom House in Sector 63A, Gurgaon",12.0,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-anant-raj-estates-sector-63a-gurgaon-2700-sq-ft-r10-spid-D67812596,"  anant raj estates, sector 63a, gurgaon",300.0,house,5.0,6.0,"servant room,pooja room","  anant raj estates, sector 63a, gurgaon",3.0,3,north,0 to 1 Year Old,"['Sector 55-56 Metro Station', 'WorldMark Gurgaon', 'Sohna Road (NH 248A)', 'DPS International Edge', 'Sushant University', 'Marengo Asia Hospitals', 'Indira Gandhi International Airport', 'Gurgaon Railway Station', 'Vatika Business Centre', 'De Adventure Park', 'Albatross Golf Course Club House']","Address:  Sector 63A, Gurgaon Fully loaded 5bhk with servant ,300sqyd plot area available for sale in sector 65 anantraj estates ","['1 Water Purifier', '16 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '5 Geyser', '1 Stove', '39 Light', '7 AC', '4 TV', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '5 Bed', '5 Wardrobe', '1 Sofa', '1 Washing Machine', '1 Microwave']","['Private Garden / Terrace', 'Maintenance Staff', 'False Ceiling Lighting', 'Recently Renovated', 'Visitor Parking', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal']",D67812596
"3 Bedroom House in Tekchand Nagar, Gurgaon",0.82,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-tekchand-nagar-gurgaon-738-sq-ft-spid-Q80448075,"  tekchand nagar, gurgaon",738.0,house,3.0,2.0,"pooja room,store room,study room","  tekchand nagar, gurgaon",2.0,1,north,0 to 1 Year Old,"['Chintapurni Mandir', 'State bank ATM', 'Dr. Hitesh Dawar', 'Shree Krishna Hospital Gurgaon', 'Prateek Nursing Home And Polyclinic', 'Bhardwaj Hospital', 'Esic Hospital Gurugram', 'Kr Dental Hub', 'R K Hospital Gurgaon', 'Sneh Hospital Gurgaon', 'Dr. Ashok Jain', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Chirag Hospital Pvt. Ltd', 'Sarvodya Hospital', 'Pearl Dental Clinic', 'Jiya Clinic', 'Dr. Mittal Clinic', 'Dr. Sindhu Clinic', 'Shri Multispeciality Hospital', 'Gurgaon Eye Centre', 'Taneja Hospital', ""Dr. Anurag's Child Care Clinic"", 'Yashroop Medical Centre', 'Aryan Hospital', 'Indian bank', 'Kotak bank', 'Hdfc bank', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station', 'Basai dhankot railway station', 'Apna Enclave']","Address:  Tekchand Nagar, Gurgaon This 3 bhk house for sale in tekchand nagar is an ideal abode for a family. Even better, it is situated in one of the prominent localities of gurgaon. Owing to its key locations, several landmarks like close to market are easily accessible. The floor plan additionally contains 3 bedrooms, 2 bathroom... s and 1 balcony. All in all, the independent house is spread over a super built up area of 738 sq.Ft. There is 1 covered parking available with this house. Another added advantage of this 0-1 year old house is that it is available for immediate possession. The type of ownership of this property is freehold. The property is available for sale at a competitive price of  82 lac. This independent house is well equipped to meet all your water needs through access to municipal corporation supply. This property faces the north direction.More >>","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Bank Attached Property', 'Natural Light', 'Airy Rooms', 'Spacious Interiors']",,Q80448075
"3 Bedroom House in Tekchand Nagar, Gurgaon",0.68,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-tekchand-nagar-gurgaon-612-sq-ft-spid-J80447983,"  tekchand nagar, gurgaon",612.0,house,3.0,2.0,"study room,store room,pooja room","  tekchand nagar, gurgaon",2.0,1,south,0 to 1 Year Old,"['Chintapurni Mandir', 'State bank ATM', 'Dr. Hitesh Dawar', 'Shree Krishna Hospital Gurgaon', 'Prateek Nursing Home And Polyclinic', 'Bhardwaj Hospital', 'Esic Hospital Gurugram', 'Kr Dental Hub', 'R K Hospital Gurgaon', 'Sneh Hospital Gurgaon', 'Dr. Ashok Jain', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Chirag Hospital Pvt. Ltd', 'Sarvodya Hospital', 'Pearl Dental Clinic', 'Jiya Clinic', 'Dr. Mittal Clinic', 'Dr. Sindhu Clinic', 'Shri Multispeciality Hospital', 'Gurgaon Eye Centre', 'Taneja Hospital', ""Dr. Anurag's Child Care Clinic"", 'Yashroop Medical Centre', 'Aryan Hospital', 'Indian bank', 'Kotak bank', 'Hdfc bank', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station', 'Basai dhankot railway station', 'Apna Enclave']","Address:  Tekchand Nagar, Gurgaon Tekchand nagar is one of gurgaon's most sought after destination for residential houses and this 3 bhk house in tekchand nagar is your opportunity to be a part of this community. Containing 3 bedrooms, 2 bathrooms and 1 balcony, this independent house is spread over a super built up area of 612 sq.F... t. Your vehicle(s) can be easily parked as this house comes with 1 covered parking. Another added advantage of this 0-1 year old house is that it is available for immediate possession. The type of ownership of this property is freehold. The price of this spacious independent house is  68 lac. The housing society ensures a continuous supply of water to your house from municipal corporation. This residential house is south-Facing direction. The well built marble flooring enhances the aesthetic appeal of this independent house. The marble flooring of this independent house is beautifully designed and helps to give it a pleasing look.More >>","['1 Fan', '1 Light', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Bank Attached Property', 'Natural Light', 'Airy Rooms', 'Spacious Interiors']",J80447983
"3 Bedroom House in Sector 104, Gurgaon",0.59,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-104-gurgaon-1030-sq-ft-spid-Y80801267,"  sector 104, gurgaon",500.0,house,3.0,2.0,others,"  sector 104, gurgaon",2.0,1,south,1 to 5 Year Old,[],"Address:  Sector 104, Gurgaon Sagar enclave sector 104 is one of gurgaon's most sought after destination for residential houses and this 3 bhk house in sagar enclave sector 104 is your opportunity to be a part of this community. Owing to its key locations, several landmarks like close to railway station, close to hospital and cl... ose to school are easily accessible. The floor plan additionally contains 3 bedrooms, 2 bathrooms and 1 balcony. All in all, the independent house is spread over a super built up area of 500 sq.Ft. This 3 bhk house comes attached with 1 open parking for your vehicle(s). This is a ready to move house, which is 1-5 years old. The ownership right of this property is freehold. This independent house is available at an attractive price of  59 lac. The independent house is designed very well and will provide modern facilities such as visitor parking. The housing society ensures a continuous supply of water to your house from municipal corporation. This residential house is south-Facing direction. The well built vitrified flooring enhances the aesthetic appeal of this independent house. The vitrified flooring of this independent house is beautifully designed and helps to give it a pleasing look.More >>","['4 Fan', '1 Exhaust Fan', '11 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Visitor Parking', 'Waste Disposal']",Y80801267
"5 Bedroom House in Jawahar Nagar, Gurgaon",1.6,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-jawahar-nagar-gurgaon-1350-sq-ft-spid-G80765501,"  jawahar nagar, gurgaon",150.0,house,5.0,3.0,not available,"  jawahar nagar, gurgaon",2.0,2,,10+ Year Old,"['Hanuman Mandir', 'Ravi Clinic and Health Care Centre', 'Bhatnagar Maternity and Nursing Home', 'Sparsh Hospital Gurgaon', 'D.R. Rajnis Gupta Clinic', 'Dr. Sarvejeet Singh', 'Centre For Sight Gurgaon New Railway Road', 'Kidney Clinic', 'Bindal Clinic', 'Aryan Hospital', 'Kharbanda Maternity and Nursing Home', 'Geeta Nursing Home Gurgaon', 'Lalit Dental Care', 'Dentecare - Multispeciality Dental Clinic', 'M.S Hospital', 'Lall Eye Care Centre', 'Om Charitable Dental & Implant Centre', 'Lall Nursing and Maternity Home', 'Triveni Hospital Gurgaon', 'My Care Clinic', 'M Goel Hospital', 'Dental Health Centre', 'Gupta Hospital Gurgaon', 'Chiranjiv Hospital', 'Nova Care Clinic', 'Jackson Hospital', 'Verma E.N.T. Hospital', 'Dr. Ajay S. Gupta Clinic', 'Dr. Agya Ram Sharma Clinic', 'Swastik Maternity and Medical Centre', 'Rajiv Memorial Eye Infirmary Jacobpura', 'Gurgaon Eye Centre', 'Sharma Hospital Gurgaon', 'GH Gurgaon', 'Ahooja Eye and Dental Institute Hospital', 'Dev Man Kathuria Clinic', 'Dr. Madan Clinic', 'Taneja Hospital', 'Satyam Hospital Gurgaon', 'Dr. Sandeep Chauhan', 'Pearl Dental Clinic', 'Dr. Ashok Jain', 'Mamta Hospital Gurgaon', 'Lotus Hospital Gurgaon', 'State bank of india', 'Punjab national bank', 'Rang Parivartan', 'Dronacharya Government College', 'St. Michaels Sr. Sec. School', 'govt sec school']","Address:  Jawahar Nagar, Gurgaon This is 2 floor property having rental income 50k ",,,G80765501
"2 Bedroom House in Pocket H, Palam Vihar, Gurgaon",3.5,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-pocket-h-palam-vihar-gurgaon-1542-sq-ft-spid-X80493811,"  pocket h, palam vihar, gurgaon",1542.0,house,2.0,2.0,not available,"  pocket h, palam vihar, gurgaon",1.0,0,south-east,5 to 10 Year Old,"['HUDA Sector 23 Market', 'Palam triangle', 'Palam Vihar Vyapar kendra', 'Ram Mandir', 'Metro Hospital and Heart Institute Gurgaon', ""DR KAPOOR'S Dental Care and Implant Centre"", 'Kalyan Hospital Gurgaon', 'Ansals plaza underground car parking', 'Ansals Plaza above ground car parking', 'HUDA sector 23 parking', 'Axis bank', 'Punjab national bank', 'Oriental bank of commerce', 'Big Cinemas', 'Cafe Coffee Day', 'Pizza Hut', ""Domino's Pizza"", 'Moti Mahal', 'Pind Baluchi', 'Om Sweets', ""McDonald's"", 'Masti ki Pathshala Teach India', 'Chiranjiv Bharati School', 'Swiss Cottage school', 'THE NORTHCAP UNIVERSITY', 'Palam vihar railway station', 'Bijwasan railway station']","Address:  Pocket H, Palam Vihar, Gurgaon Check out this 2 bhk house for sale in pocket h, palam vihar, a popular residential locality that contains many of the in-Demand properties in gurgaon. The property's proximity to landmarks like close to school, close to hospital and close to market makes it ideal property for families. The house ha... s over super built up area of 1542 sq.Ft. , and comes with 2 bedrooms, 2 bathrooms . The owner of the house also gets 2 open parking slot(s) to park their car safely. As the property is already ready to move, so you can easily move into this 5-10 years old house. This house is owned under freehold contract. By paying just 3.3 crore, you can become the proud owner of this independent house. All the modern amenities such as park will make life easier for you. Municipal corporation provides a regular supply of water to this residential house. The residential house is south-East-Facing. The floor of this independent house is beautifully designed using vitrified flooring, giving it an alluring look.More >>","['Private Garden / Terrace', 'No open drainage around', 'Park', 'Natural Light', 'Airy Rooms']",,X80493811
"9 Bedroom House in Sector 46, Gurgaon",12.5,https://www.99acres.com/9-bhk-bedroom-independent-house-villa-for-sale-in-sector-46-gurgaon-3330-sq-ft-spid-V80377971,"  sector 46, gurgaon",370.0,house,9.0,11.0,"servant room,pooja room,others","  sector 46, gurgaon",3.0,2,,1 to 5 Year Old,"['Raheja Mall', 'Axis bank ATM', 'State bank of india ATM', 'Standard chartered ATM', 'Icici bank ATM', 'Sukhmani Hospital Pvt. Ltd', 'Dispencery', ""DR AKRAM JAWED'S THE UPPER LIMB CLINIC"", 'Meher Clinic', 'Medanta', 'Park Hospital Gurgaon', 'Vishesh Dental', 'Bones Clinic - Orthopaedics', 'Neelkanth Health Care', 'Best Urologist Atcomplete Family Clinic', 'Samvit Health Care', 'Wellness Eye Centre', 'Dr. Aruna Kalra', 'Dr. Naresh Pandita', 'Dr. Anuj Sharma', 'Wembley estate club', 'Pernod Ricard Charitable Dispensary', 'Gardian Pharmacy', 'Apollo Pharmacy', 'Gardian Pharmacy', 'Genius', 'India Oil', 'Hdfc bank', 'Hdfc bank', 'SRS Cinemas', 'Raj Restaurant', 'Haldiram', 'KFC', 'Om Sweets', 'Fast food', 'Fast Food', 'Bar and restaurant', 'Madison and Pike', 'Manav Rachna School', 'Amity Global School', 'Delhi Public School Primary Section', 'St. Angels Sr', 'Gurugram University', 'St. Angels Jr', 'CR Model Public School', 'Kamla International', 'School of Inspired Leadership SOIL', 'McKinsey & Company', 'Dawnbit', 'Manav Rachna Swimming Pool']","Address:  Sector 46, Gurgaon Park facing & corner, beautiful house to live in ","['1 Wardrobe', '1 Fan', '1 Geyser', '1 Light', '1 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Private Garden / Terrace', 'Water Storage', 'Visitor Parking']",V80377971
