propertName,links,rating,society,price,area,areaWithType,bedRooms,bathRooms,additionalRooms,address,floorNum,facing,agePossesion,nearbyLocation,description,furnishDetails,features,propertyId,flatName,sector
"3 BHK Flatin Sector 66, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ireo-uptown-sector-66-gurgaon-1872-sq-ft-r14-spid-D48294473,4.2,  Ireo Uptown,3.1,1872.0,1870.0,3 Bedrooms,4 Bathrooms,"Servant Room,Others","Ireo Uptown Sector 66, Gurgaon",14th   of 23 Floors,North-West,5 to 10 Year Old,Hub 66 Shiksha Bharti Public School VIBGYOR High School Gyan Bharti Public School Diamond Public School Mother land public school Govind Hospital Kamal Hospital HDFC Bank Axis Bank Keshav Pharmacy Apollo Pharmacy Creative Tennis Academy Shanti Tennis Academy Lotus Sports Academy,"A 3 bedroom resale flat, located in sector-66, gurgaon, is available. It is a ready to move in semi-Furnished flat located in ireo uptown. Situated in a prominent locality, it is a 1-5 year old, which is in its prime condition. The flat is on the 14th floor of the building. Aesthetically designed, t...","['5 Fan', '1 Exhaust Fan', '4 Geyser', '1 Stove', '14 Light', '5 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",Feng Shui  Vaastu Compliant Intercom Facility Lift Centrally Air Conditioned High Ceiling Height Maintenance Staff Water Storage Bank Attached Property Piped-gas Visitor Parking Swimming Pool Park Security Personnel Natural Light Internetwi-fi connectivity Low Density Society Fitness Centre  GYM Rain Water Harvesting Club house  Community Center,D48294473,"3 BHK flat in  Ireo Uptown ,  Sector 66",66
"4 BHK Flatin Sector 49, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-orchid-petals-sector-49-gurgaon-2562-sq-ft-spid-P80274551,4.1,  Orchid Petals,4.25,2562.0,2500.0,4 Bedrooms,5 Bathrooms,"Others,Study Room,Servant Room","Orchid Petals Sector 49, Gurgaon",1st   of 14 Floors,East,1 to 5 Year Old,Sapphire Mall Omaxe City Centre BigBazaar Sohna Rd Kinder Care Playschool Kangaroo Kids Preschool shiv Mandir Polaris Hospital Medanta Hospital Artemis Hospital HDFC Bank Radisson Hotel SRS Cinemas,"Check out this 4 bhk apartment for sale in orchid petals, a popular residential project that houses in-Demand flats in sector 49 gurgaon. This property faces the east direction. The floor plan additionally contains 4 bedroom(s), 5 bathrooms and 3 balconies. All in all, the flat is spread over a supe...","['1 Water Purifier', '1 Fridge', '9 Fan', '1 Exhaust Fan', '1 Dining Table', '4 Geyser', '1 Stove', '14 Light', '1 Curtains', '1 Modular Kitchen', '1 TV', '1 Chimney', '5 AC', '4 Bed', '4 Wardrobe', '1 Sofa', '1 Washing Machine', '1 Microwave']",Centrally Air Conditioned Water purifier Security  Fire Alarm Power Back-up Feng Shui  Vaastu Compliant Private Garden  Terrace Intercom Facility Lift High Ceiling Height Maintenance Staff False Ceiling Lighting Water Storage Separate entry for servant room No open drainage around Bank Attached Property Piped-gas Internetwi-fi connectivity Recently Renovated Visitor Parking Swimming Pool Park Security Personnel Natural Light Airy Rooms Spacious Interiors Low Density Society Waste Disposal Rain Water Harvesting Water softening plant Shopping Centre Fitness Centre  GYM Club house  Community Center,P80274551,"4 BHK flat in  Orchid Petals ,  Sector 49",49
"4 BHK Flatin Sector 66, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-ireo-uptown-sector-66-gurgaon-2052-sq-ft-r11-spid-Q46349643,4.2,  Ireo Uptown,3.6,2052.0,2010.0,4 Bedrooms,4 Bathrooms,Servant Room,"Ireo Uptown Sector 66, Gurgaon",Ground of 25 Floors,North-West,5 to 10 Year Old,Hub 66 Shiksha Bharti Public School VIBGYOR High School Gyan Bharti Public School Diamond Public School Mother land public school Govind Hospital Kamal Hospital HDFC Bank Axis Bank Keshav Pharmacy Apollo Pharmacy Creative Tennis Academy Shanti Tennis Academy Lotus Sports Academy,"Ireo uptown is a beautiful society.A 4 bedroom resale flat, located in sector-66, gurgaon, is available. It is a ready to move in semifurnished flat located in ireo uptown. Situated in a prominent locality, it is a 5-10 year old property, which is in its prime condition. The flat is on the ground fl...","['4 Wardrobe', '6 Fan', '1 Exhaust Fan', '4 Geyser', '1 Stove', '16 Light', '6 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']",Security  Fire Alarm Feng Shui  Vaastu Compliant Intercom Facility Lift High Ceiling Height Maintenance Staff Water Storage Bank Attached Property Piped-gas Visitor Parking Swimming Pool Park Natural Light Internetwi-fi connectivity Low Density Society Shopping Centre Fitness Centre  GYM Rain Water Harvesting Club house  Community Center Water softening plant,Q46349643,"4 BHK flat in  Ireo Uptown ,  Sector 66",66
"4 BHK Flatin Sector 90, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dlf-new-town-heights-1-sector-90-gurgaon-2727-sq-ft-r1-spid-Z77991925,4.0,  DLF New Town Heights 1,2.75,2727.0,2450.0,4 Bedrooms,4 Bathrooms,"Servant Room,Pooja Room","DLF New Town Heights 1 Sector 90, Gurgaon",10th   of 19 Floors,South,5 to 10 Year Old,Manish Gallexie 91 NH-8 IMT Manesar RHM Public School Silver Streak Multi Speciality Hospital Airport Holiday Inn Gurugram,"Looking for a 4 bhk property for sale in gurgaon? Buy this 4 bhk flat in dlf new town heights 1 that is situated in sector 90 gurgaon. This property faces the south direction. The flat is over 2727 sq.Ft. Super built up area and comes with 4 bedroom(s), 4 bathrooms and more than 3 balconies. The fla...","['6 Fan', '12 Light', '5 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",Centrally Air Conditioned Water purifier Security  Fire Alarm Power Back-up Feng Shui  Vaastu Compliant Private Garden  Terrace Intercom Facility Lift High Ceiling Height Maintenance Staff False Ceiling Lighting Water Storage Separate entry for servant room No open drainage around Bank Attached Property Piped-gas Internetwi-fi connectivity Recently Renovated Visitor Parking Swimming Pool Park Security Personnel Natural Light Airy Rooms Spacious Interiors Low Density Society Waste Disposal Rain Water Harvesting Water softening plant Shopping Centre Fitness Centre  GYM Club house  Community Center,Z77991925,"4 BHK flat in  DLF New Town Heights 1 ,  Sector 90",90
"3 BHK Flatin Sector 70, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shree-vardhman-victoria-sector-70-gurgaon-1950-sq-ft-spid-L80100561,3.5,  Shree Vardhman Victoria,2.55,1950.0,,3 Bedrooms,4 Bathrooms,Study Room,"Shree Vardhman Victoria Sector 70, Gurgaon",7th   of 18 Floors,North-East,1 to 5 Year Old,"Airia Mall Golf Course Extn Road Sohna Road Southern Peripheral Rd, Gurugram Kunskapsskolan International Ektaa Hospitals  Main Sohna Rd Sanjeevani Hospital - Child Specialist Federal Bank Sector 71 Central Bank Of India Sohna Rd Axis Bank, Sohna Rd Spaze Palazo, Golf Course Ext Rd VATIKA BUSINESS PARK Sohna Rd The Medicity, Spaze iTech Park Tulip Violet Society, Sector 69 IndianOil, Hasanpur","Shree vardhman victoria sector 70 has 10 towers, with 18 floors each and 592 units on offer. *spread over an area of 10.97 acres, shree vardhman victoria sector 70, gurgaon is one of the spacious housing societies in the gurgaon region.","['1 Water Purifier', '3 Fan', '1 Exhaust Fan', '4 Geyser', '8 Light', '4 AC', '1 TV', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '2 Bed', '3 Wardrobe', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No Washing Machine']",Power Back-up Feng Shui  Vaastu Compliant Security  Fire Alarm Intercom Facility Lift Swimming Pool Maintenance Staff Park Visitor Parking Shopping Centre Fitness Centre  GYM Club house  Community Center,L80100561,"3 BHK flat in  Shree Vardhman Victoria ,  Sector 70",70
"4 BHK Flatin Sector 62, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-conscient-heritage-one-sector-62-gurgaon-2626-sq-ft-spid-H80246357,,  Conscient Heritage One,5.3,,2626.0,4 Bedrooms,4 Bathrooms,Servant Room,"Conscient Heritage One Sector 62, Gurgaon",Ground of 25 Floors,,5 to 10 Year Old,Hong Kong Bazaar Mall Radhakrishna Shani Mandir Sanatan Dharm Mandir Icici bank ATM State bank ATM pracksht hospital Kriti Hospital Vatsalya Clinic Anand Hospital Gurgaon Surgicare Hospital Gurgaon HUDA Office Complex Medisca International Tech Park SPAZE BUSINESS PARK Intellion Park Hdfc bank Hdfc bank and atm Pizza Hut Madison and Pike Unitech Business Park,"Multiple sports facilities including floodlit multipurpose playground, indoor badminton court, indoor squash court, joggers trail, resort style large swimming pool
15000 sq. Ft clubhouse for 300 families","['4 Wardrobe', '5 Geyser', '10 Light', '4 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",Power Back-up Intercom Facility Lift Swimming Pool Park Shopping Centre Fitness Centre  GYM Club house  Community Center Rain Water Harvesting,H80246357,"4 BHK flat in  Conscient Heritage One ,  Sector 62",62
"2 BHK Flatin Sector 70A, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-pyramid-urban-homes-sector-70a-gurgaon-836-sq-ft-spid-B80739649,4.0,  Pyramid Urban Homes,0.72,836.0,525.0,2 Bedrooms,2 Bathrooms,,"Pyramid Urban Homes Sector 70A, Gurgaon",7th   of 14 Floors,North,1 to 5 Year Old,"Airia Mall Sohna Road St. Angel's Global, Sector 70 A Sparsh Hospital Indira Gandhi International Airport Universal Business Park Lemon Tree Hotel, Sohna Road De Adventure Park SkyJumper Trampoline Park","Pyramid urban homes sector 70 a 2 bhk ka flat is available
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There ...","['2 Wardrobe', '3 Fan', '2 Geyser', '5 Light', '1 Modular Kitchen', '1 Curtains', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Exhaust Fan', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",Security  Fire Alarm Feng Shui  Vaastu Compliant Intercom Facility Lift Maintenance Staff Water Storage Piped-gas Visitor Parking Swimming Pool Park Security Personnel Shopping Centre Fitness Centre  GYM Rain Water Harvesting Club house  Community Center,B80739649,"2 BHK flat in  Pyramid Urban Homes ,  Sector 70A",70
"4 BHK Flatin Sector 66, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-bptp-park-prime-sector-66-gurgaon-2062-sq-ft-spid-B80636523,4.0,  BPTP Park Prime,3.1,2062.0,1600.0,4 Bedrooms,3 Bathrooms,"Pooja Room,Study Room","BPTP Park Prime Sector 66, Gurgaon",10th   of 15 Floors,North,5 to 10 Year Old,Rapid Metro Sector 55-56 Airia Mall Sohna Road Delhi Public School KIIT College of Engineering Sparsh Hospital IGI Airport Bhondsi Nature Park Country Inn Suits De Adventure Park,"Situated in sector 66 gurgaon, bptp park prime is a well planned society that offers a pleasant living experience to its residents. This 4 bhk flat in gurgaon is your opportunity to be a part of this community. This residential flat is north-Facing direction. The floor plan additionally contains 4 b...","['1 Water Purifier', '6 Fan', '1 Exhaust Fan', '3 Geyser', '30 Light', '5 AC', '1 Chimney', '1 Curtains', '1 Modular Kitchen', '3 Bed', '4 Wardrobe', '1 Microwave', 'No Dining Table', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine']",Centrally Air Conditioned Water purifier Security  Fire Alarm Power Back-up Feng Shui  Vaastu Compliant Private Garden  Terrace Intercom Facility Lift High Ceiling Height Maintenance Staff False Ceiling Lighting Water Storage Separate entry for servant room No open drainage around Bank Attached Property Piped-gas Internetwi-fi connectivity Recently Renovated Visitor Parking Swimming Pool Park Security Personnel Natural Light Airy Rooms Spacious Interiors Low Density Society Waste Disposal Rain Water Harvesting Water softening plant Shopping Centre Fitness Centre  GYM Club house  Community Center,B80636523,"4 BHK flat in  BPTP Park Prime ,  Sector 66",66
"3 BHK Flatin Sector 57, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bptp-freedom-park-life-sector-57-gurgaon-2587-sq-ft-spid-S77155703,4.0,  BPTP Freedom Park Life,3.6,2587.0,2300.0,3 Bedrooms,4 Bathrooms,"Study Room,Servant Room","BPTP Freedom Park Life Sector 57, Gurgaon",3rd   of 18 Floors,North-East,10+ Year Old,"Iffco Chowk Baani Square Nirvana central road Presidium School Gurgaon Gurugram University CK Birla Hospital, Gurgaon Indira Gandhi Intl Airport Gurgaon rlwy station Hans Business Park De Adventure Park DLF Golf and Country Club Tau Devi Lal Athletic Stadium","This 3 bhk flat is located in bptp freedom park life, which houses some of the most spacious flats in sector 57 gurgaon. The flat is north-East-Facing. Containing 3 bedroom(s), 4 bathrooms and more than 3 balconies, this flat is spread over a super built up area of 2587 sq.Ft. The property is locate...","['1 Water Purifier', '5 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '3 Geyser', '1 Stove', '14 Light', '5 AC', '1 TV', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '3 Bed', '3 Wardrobe', '1 Sofa', '1 Washing Machine', '1 Microwave']",Centrally Air Conditioned Water purifier Security  Fire Alarm Feng Shui  Vaastu Compliant Intercom Facility Lift High Ceiling Height Maintenance Staff False Ceiling Lighting Water Storage Separate entry for servant room No open drainage around Piped-gas Recently Renovated Visitor Parking Swimming Pool Park Natural Light Airy Rooms Spacious Interiors Low Density Society Waste Disposal Rain Water Harvesting Water softening plant Shopping Centre Fitness Centre  GYM Club house  Community Center,S77155703,"3 BHK flat in  BPTP Freedom Park Life ,  Sector 57",57
"4 BHK Flatin Sector-33 Sohna, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-central-park-flower-valley-aqua-front-towers-sector-33-sohna-gurgaon-2407-sq-ft-r3-spid-K73751605,3.9,  Central Park Flower Valley Aqua Front Towers,3.22,2407.0,2058.0,4 Bedrooms,4 Bathrooms,Servant Room,"Central Park Flower Valley Aqua Front Towers Sector-33 Sohna, Gurgaon",5th   of 13 Floors,East,1 to 5 Year Old,Rajeha Mall National Highway 248A N.B.G.S.M College Scottish High International School Park Hospital Indira Gandhi International Airport Pataudi Road station The Westin Sohna Resort & Spa,"3 and 4 bhk apartments with the option of customise your home and luxurious air conditioned apartments , the lake front towers offers the perfect combination of terrific views of the lake on one hand and a great township replete with all that you require on the other centralparks flower valley is in...","['4 Wardrobe', '1 Exhaust Fan', '4 Light', '4 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",Centrally Air Conditioned Water purifier Security  Fire Alarm Power Back-up Feng Shui  Vaastu Compliant Intercom Facility Lift High Ceiling Height Maintenance Staff False Ceiling Lighting Water Storage Separate entry for servant room No open drainage around Bank Attached Property Piped-gas Recently Renovated Visitor Parking Swimming Pool Park Security Personnel Natural Light Airy Rooms Spacious Interiors Low Density Society Waste Disposal Rain Water Harvesting Water softening plant Shopping Centre Fitness Centre  GYM Club house  Community Center,K73751605,"4 BHK flat in  Central Park Flower Valley Aqua Front Towers ,  Sector-33 Sohna",33
"3 BHK Flatin Sector 63A, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-birla-navya-sector-63a-gurgaon-2150-sq-ft-spid-G80254405,3.9,  Birla Navya,3.6,2150.0,,3 Bedrooms,3 Bathrooms,,"Birla Navya Sector 63A, Gurgaon",4th   of 4 Floors,North,1 to 5 Year Old,"Sector 54 Chowk Metro Station WorldMark Gurgaon Badshahpur Sohna Rd Hwy Heritage Xperiential Learning, CRPF Rd Sushant University W Pratiksha Hospital Indira Gandhi Intl Airport Gurgaon Railway Station Capital Cyberscape Tau DeviLal Sports Complex DoubleTree by Hilton Hotel De Adventure Park - farms DLF Golf and Country Club","This beautiful 3 bhk flat in sector 63a gurgaon is situated in birla navya, one of the popular residential society in gurgaon. This residential flat is north-West-Facing direction. The flat is over 2150 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 2 balconies. The property...","['5 Fan', '1 Exhaust Fan', '14 Light', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No AC', 'No Bed', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",Security  Fire Alarm Power Back-up Feng Shui  Vaastu Compliant Intercom Facility Lift Maintenance Staff Water Storage Visitor Parking Swimming Pool Park Fitness Centre  GYM Rain Water Harvesting Club house  Community Center,G80254405,"3 BHK flat in  Birla Navya ,  Sector 63A",63
"3 BHK Flatin Sector 65, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-emerald-estate-sector-65-gurgaon-1395-sq-ft-spid-L78849429,3.8,  Emaar MGF Emerald Estate,2.55,1395.0,1350.0,3 Bedrooms,3 Bathrooms,Servant Room,"Emaar MGF Emerald Estate Sector 65, Gurgaon",5th   of 13 Floors,East,1 to 5 Year Old,"Sector 53-54 Metro Station Central Plaza Mall Golf Course Road NH 148A Lancers International School Paras Hospitals, Gurgaon Indira Gandhi Intl Airport DLF Golf and Country Club","Emaar mgf emerald estate in sector 65, gurgaon is a ready-To-Move housing society. It offers apartments in varied budget range. These units are a perfect combination of comfort and style, specifically designed to suit your requirements and conveniences. There are 2bhk and 3bhk apartments available i...","['4 Fan', '9 Light', '2 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",Lift High Ceiling Height Maintenance Staff False Ceiling Lighting Water Storage Separate entry for servant room Piped-gas Swimming Pool Park Shopping Centre Fitness Centre  GYM Club house  Community Center Water softening plant,L78849429,"3 BHK flat in  Emaar MGF Emerald Estate ,  Sector 65",65
"5 BHK Flatin Sector 52, Gurgaon",https://www.99acres.com/5-bhk-bedroom-apartment-flat-for-sale-in-residency-grand-sector-52-gurgaon-6000-sq-ft-spid-C80477847,,  Residency Grand,5.99,6000.0,5900.0,5 Bedrooms,6 Bathrooms,"Servant Room,Store Room","Residency Grand Sector 52, Gurgaon",Ground of 10 Floors,North,5 to 10 Year Old,Sector 54 chowk metro station Sector 53-54 metro station Sector metro station Sector metro station Hong Kong Bazaar Mall Radhakrishna Shani Mandir Sanatan Dharm Mandir State bank ATM Icici bank ATM Citi bank ATM Icici bank ATM Indusind bank ATM Hdfc ATM Surgicare Hospital Gurgaon Anand Hospital Gurgaon Kriti Hospital pracksht hospital Arihant Hospital Arunodaya Deseret Eye Hospital Paras Hospital Gurgaon HUDA Office Complex Medisca Apollo Pharmacy Heera Fuel Station HCG CNG Station 222 Hdfc bank and atm Hdfc bank & atm Axis bank Kotak mahindra bank Indusind bank State bank of india Icici bank Hdfc bank Pizza Hut Wat-a-Burger Burger Singh Bikanerwala Naivedyam Restaurant Clock tower Carl's Jr. Cafe Tonini Starbucks Sagar Ratna Shophouse by Kylin IILM Iilm University Sushant College of Arts & Architecture Ansal Institute of Technology Two Horizon Center,"Check out this 5 bhk duplex apartment for sale in residency grand, a popular residential project that houses in-Demand flats in sector 52 gurgaon. Containing 5 bedroom(s), 6 bathrooms and more than 3 balconies, this flat is spread over a super built up area of 6000 sq.Ft. . As the project is already...","['5 Wardrobe', '10 Fan', '1 Exhaust Fan', '5 Geyser', '16 Light', '1 Modular Kitchen', '1 Chimney', '7 AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",Water purifier Security  Fire Alarm Feng Shui  Vaastu Compliant Private Garden  Terrace Intercom Facility Lift High Ceiling Height Maintenance Staff False Ceiling Lighting Water Storage Separate entry for servant room No open drainage around Piped-gas Internetwi-fi connectivity Recently Renovated Visitor Parking Park Security Personnel Natural Light Airy Rooms Spacious Interiors Low Density Society Waste Disposal Rain Water Harvesting Water softening plant Fitness Centre  GYM,C80477847,"5 BHK flat in  Residency Grand ,  Sector 52",52
"3 BHK Flatin Sector 56, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sector-56-gurgaon-2200-sq-ft-spid-L79806135,,  Rwa vigyan vihar sector 56 Gurgaon,3.0,2200.0,1900.0,3 Bedrooms,3 Bathrooms,Study Room,"Rwa vigyan vihar sector 56 Gurgaon Sector 56, Gurgaon",2nd   of 9 Floors,South,5 to 10 Year Old,Sector metro station Sector metro station Sector 54 chowk metro station Hong Kong Bazaar Mall Sanatan Dharm Mandir Radhakrishna Shani Mandir Icici bank ATM State bank ATM Icici bank ATM Citi bank ATM Indusind bank ATM Arunodaya Deseret Eye Hospital pracksht hospital Kriti Hospital Surgicare Hospital Gurgaon Anand Hospital Gurgaon HUDA Office Complex Medisca Apollo Pharmacy Intellion Park International Tech Park HCG CNG Station Heera Fuel Station State bank of india Kotak mahindra bank Indusind bank Hdfc bank and atm Hdfc bank Icici bank Axis bank Hdfc bank & atm Hdfc bank 222 Wat-a-Burger Burger Singh Bikanerwala Pizza Hut Naivedyam Restaurant Clock tower Iilm University Sushant College of Arts & Architecture IILM Ansal Institute of Technology Suncity School,"Located in the popular residential address of vigyan vihar sector 56 gurgaon, rwa vigyan vihar sector 56 gurgaon is one of the most preferred destination for apartments in gurgaon. This 3 bhk flat is your ticket to be a part of this community. The flat is south-Facing. The floor plan additionally co...","['5 Fan', '1 Exhaust Fan', '3 Geyser', '23 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",Security  Fire Alarm Feng Shui  Vaastu Compliant Intercom Facility Lift High Ceiling Height Maintenance Staff False Ceiling Lighting Water Storage No open drainage around Bank Attached Property Piped-gas Visitor Parking Park Security Personnel Natural Light Internetwi-fi connectivity Airy Rooms Spacious Interiors Low Density Society Waste Disposal Rain Water Harvesting Water softening plant,L79806135,"3 BHK flat in  Rwa vigyan vihar sector 56 Gurgaon ,  Sector 56",56
"5 BHK Flatin Sector 66, Gurgaon",https://www.99acres.com/5-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-the-palm-drive-sector-66-gurgaon-3711-sq-ft-spid-P79539141,4.1,  Emaar MGF The Palm Drive,8.0,,3711.0,5 Bedrooms,5 Bathrooms,Servant Room,"Emaar MGF The Palm Drive Sector 66, Gurgaon",16th   of 16 Floors,North,1 to 5 Year Old,Sector 55-56 Rapid Metro Station HUB 66 NH 248A Hasanpur Ashoka International School Gurugram University Park Hospital Indira Gandhi International Airport Sealdah Vatika Business Centre The Oberoi Gurgaon De Adventure Park DLF Golf and Country Club Tau DeviLal Sports Complex,"This lovely 5 bhk apartment/flat in sector 66 gurgaon is available for sale in one of gurgaon's most popular projects, emaar mgf the palm drive. This property faces the north direction. Containing 5 bedroom(s), 5 bathrooms and more than 3 balconies, this flat is spread over a carpet area of 3711 sq....","['5 Bed', '8 Fan', '1 Sofa', '1 Exhaust Fan', '1 Dining Table', '1 Washing Machine', '8 Light', '1 Modular Kitchen', '1 Curtains', 'No AC', 'No Chimney', 'No Geyser', 'No Microwave', 'No Fridge', 'No Stove', 'No TV', 'No Wardrobe', 'No Water Purifier']",Water purifier Centrally Air Conditioned Power Back-up Private Garden  Terrace Intercom Facility Lift High Ceiling Height Maintenance Staff False Ceiling Lighting Separate entry for servant room No open drainage around Piped-gas Internetwi-fi connectivity Recently Renovated Swimming Pool Park Security Personnel Natural Light Airy Rooms Spacious Interiors Waste Disposal Rain Water Harvesting Water softening plant Shopping Centre Fitness Centre  GYM Club house  Community Center,P79539141,"5 BHK flat in  Emaar MGF The Palm Drive ,  Sector 66",66
"3 BHK Flatin Sector 68, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-the-marina-sector-68-gurgaon-1750-sq-ft-spid-A80420601,3.9,  M3M The Mara,2.4,1750.0,1710.0,3 Bedrooms,3 Bathrooms,Others,"M3M The Marina Sector 68, Gurgaon",20th   of 27 Floors,East,1 to 5 Year Old,"Airia Mall Southern Peripheral Road Sohna Road Alpine Convent School MKD Hospital Indira Gandhi International Airport Bhondsi Nature Park Lemon Tree Hotel, Sohna Road De Adventure Park PVR Drive in Theatre","Situated in sector 68 gurgaon, m3m the marina is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in gurgaon is your opportunity to be a part of this community. This residential flat is east-Facing direction. The flat occupies a super built up area of...","['3 Wardrobe', '5 Fan', '3 Geyser', '10 Light', '5 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No Bed', 'No Dining Table', 'No Exhaust Fan', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",Centrally Air Conditioned Water purifier Security  Fire Alarm Feng Shui  Vaastu Compliant Private Garden  Terrace Intercom Facility Lift High Ceiling Height Maintenance Staff False Ceiling Lighting Water Storage No open drainage around Bank Attached Property Piped-gas Internetwi-fi connectivity Recently Renovated Visitor Parking Swimming Pool Park Security Personnel Natural Light Airy Rooms Spacious Interiors Waste Disposal Rain Water Harvesting Water softening plant Shopping Centre Fitness Centre  GYM Club house  Community Center,A80420601,"3 BHK flat in  M3M The Mara ,  Sector 68",68
